task_id,prompt,canonical_solution,test,text,declaration,example_test
Java/149,"import java.util.*;
import java.lang.*;

class Solution {
    /**
    Write a function that accepts a list of strings as a parameter,
    deletes the strings that have odd lengths from it,
    and returns the resulted list with a sorted order,
    The list is always a list of strings and never an array of numbers,
    and it may contain duplicates.
    The order of the list should be ascending by length of each word, and you
    should return the list sorted by that rule.
    If two words have the same length, sort the list alphabetically.
    The function should return a list of strings in sorted order.
    You may assume that all words will have the same length.
    For example:
    assert listSort(Arrays.asList(""aa"", ""a"", ""aaa"")) => [""aa""]
    assert listSort(Arrays.asList(""ab"", ""a"", ""aaa"", ""cd"")) => [""ab"", ""cd""]
     */
    public List<String> listSort(List<String> lst) {
","        List<String> lst_sorted = new ArrayList<>(lst);
        Collections.sort(lst_sorted);
        List<String> new_lst = new ArrayList<>();
        for (String i : lst_sorted) {
            if (i.length() % 2 == 0) {
                new_lst.add(i);
            }
        }
        new_lst.sort(Comparator.comparingInt(String::length));
        return new_lst;
    }
}","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.listSort(new ArrayList<>(Arrays.asList(""aa"", ""a"", ""aaa""))).equals(List.of(""aa"")),
                s.listSort(new ArrayList<>(Arrays.asList(""school"", ""AI"", ""asdf"", ""b""))).equals(Arrays.asList(""AI"", ""asdf"", ""school"")),
                s.listSort(new ArrayList<>(Arrays.asList(""d"", ""b"", ""c"", ""a""))).equals(List.of()),
                s.listSort(new ArrayList<>(Arrays.asList(""d"", ""dcba"", ""abcd"", ""a""))).equals(Arrays.asList(""abcd"", ""dcba"")),
                s.listSort(new ArrayList<>(Arrays.asList(""AI"", ""ai"", ""au""))).equals(Arrays.asList(""AI"", ""ai"", ""au"")),
                s.listSort(new ArrayList<>(Arrays.asList(""a"", ""b"", ""b"", ""c"", ""c"", ""a""))).equals(List.of()),
                s.listSort(new ArrayList<>(Arrays.asList(""aaaa"", ""bbbb"", ""dd"", ""cc""))).equals(Arrays.asList(""cc"", ""dd"", ""aaaa"", ""bbbb""))
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}","    Write a function that accepts a list of strings as a parameter,
    deletes the strings that have odd lengths from it,
    and returns the resulted list with a sorted order,
    The list is always a list of strings and never an array of numbers,
    and it may contain duplicates.
    The order of the list should be ascending by length of each word, and you
    should return the list sorted by that rule.
    If two words have the same length, sort the list alphabetically.
    The function should return a list of strings in sorted order.
    You may assume that all words will have the same length.
    For example:
    assert listSort(Arrays.asList(""aa"", ""a"", ""aaa"")) => [""aa""]
    assert listSort(Arrays.asList(""ab"", ""a"", ""aaa"", ""cd"")) => [""ab"", ""cd""]","import java.util.*;
import java.lang.*;

class Solution {
    public List<String> listSort(List<String> lst) {
","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.listSort(new ArrayList<>(Arrays.asList(""aa"", ""a"", ""aaa""))).equals(List.of(""aa"")),
                s.listSort(new ArrayList<>(Arrays.asList(""ab"", ""a"", ""aaa"", ""cd""))).equals(Arrays.asList(""ab"", ""cd""))
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}
"
Java/150,"import java.util.*;
import java.lang.*;

class Solution {
    /**
    A simple program which should return the value of x if n is
    a prime number and should return the value of y otherwise.

    Examples:
    for xOrY(7, 34, 12) == 34
    for xOrY(15, 8, 5) == 5
     */
    public int xOrY(int n, int x, int y) {
","        if (n == 1) {
            return y;
        }
        for (int i = 2; i < n; i++) {
            if (n % i == 0) {
                return y;
            }
        }
        return x;
    }
}","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.xOrY(7, 34, 12) == 34,
                s.xOrY(15, 8, 5) == 5,
                s.xOrY(3, 33, 5212) == 33,
                s.xOrY(1259, 3, 52) == 3,
                s.xOrY(7919, -1, 12) == -1,
                s.xOrY(3609, 1245, 583) == 583,
                s.xOrY(91, 56, 129) == 129,
                s.xOrY(6, 34, 1234) == 1234,
                s.xOrY(1, 2, 0) == 0,
                s.xOrY(2, 2, 0) == 2
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}","    A simple program which should return the value of x if n is
    a prime number and should return the value of y otherwise.

    Examples:
    for xOrY(7, 34, 12) == 34
    for xOrY(15, 8, 5) == 5","import java.util.*;
import java.lang.*;

class Solution {
    public int xOrY(int n, int x, int y) {
","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.xOrY(7, 34, 12) == 34,
                s.xOrY(15, 8, 5) == 5
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}
"
Java/151,"import java.util.*;
import java.lang.*;

class Solution {
    /**
    Given a list of numbers, return the sum of squares of the numbers
    in the list that are odd. Ignore numbers that are negative or not integers.

    doubleTheDifference(Arrays.asList(1, 3, 2, 0)) == 1 + 9 + 0 + 0 = 10
    doubleTheDifference(Arrays.asList(-1, -2, 0)) == 0
    doubleTheDifference(Arrays.asList(9, -2)) == 81
    doubleTheDifference(Arrays.asList(0)) == 0

    If the input list is empty, return 0.
     */
    public int doubleTheDifference(List<Object> lst) {
","        return lst.stream().filter(i -> i instanceof Integer p && p > 0 && p % 2 != 0).map(i -> (Integer) i * (Integer) i).reduce(Integer::sum).orElse(0);
    }
}","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.doubleTheDifference(List.of()) == 0,
                s.doubleTheDifference(Arrays.asList(5, 4)) == 25,
                s.doubleTheDifference(Arrays.asList(0.1, 0.2, 0.3)) == 0,
                s.doubleTheDifference(Arrays.asList(-10, -20, -30)) == 0,
                s.doubleTheDifference(Arrays.asList(-1, -2, 8)) == 0,
                s.doubleTheDifference(Arrays.asList(0.2, 3, 5)) == 34
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
        List<Object> lst = new ArrayList<>();
        for (int i = -99; i < 100; i += 2) {
            lst.add(i);
        }
        int odd_sum = lst.stream().filter(i -> i instanceof Integer p && p % 2 != 0 && p > 0).map(i -> (Integer) i * (Integer) i).reduce(Integer::sum).orElse(0);
        assert s.doubleTheDifference(lst) == odd_sum;
    }
}","    Given a list of numbers, return the sum of squares of the numbers
    in the list that are odd. Ignore numbers that are negative or not integers.

    doubleTheDifference(Arrays.asList(1, 3, 2, 0)) == 1 + 9 + 0 + 0 = 10
    doubleTheDifference(Arrays.asList(-1, -2, 0)) == 0
    doubleTheDifference(Arrays.asList(9, -2)) == 81
    doubleTheDifference(Arrays.asList(0)) == 0

    If the input list is empty, return 0.","import java.util.*;
import java.lang.*;

class Solution {
    public int doubleTheDifference(List<Object> lst) {
","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.doubleTheDifference(Arrays.asList(1,3,2,0)) == 10,
                s.doubleTheDifference(Arrays.asList(-1,-2,0)) == 0,
                s.doubleTheDifference(Arrays.asList(9,-2)) == 81,
                s.doubleTheDifference(Arrays.asList(0)) == 0
        );
    }
}
"
Java/152,"import java.util.*;
import java.lang.*;

class Solution {
    /**
    I think we all remember that feeling when the result of some long-awaited
    event is finally known. The feelings and thoughts you have at that moment are
    definitely worth noting down and comparing.
    Your task is to determine if a person correctly guessed the results of a number of matches.
    You are given two arrays of scores and guesses of equal length, where each index shows a match.
    Return an array of the same length denoting how far off each guess was. If they have guessed correctly,
    the value is 0, and if not, the value is the absolute difference between the guess and the score.

    example:

    compare(Arrays.asList(1,2,3,4,5,1),Arrays.asList(1,2,3,4,2,-2)) -> [0,0,0,0,3,3]
    compare(Arrays.asList(0,5,0,0,0,4),Arrays.asList(4,1,1,0,0,-2)) -> [4,4,1,0,0,6]
     */
    public List<Integer> compare(List<Integer> game, List<Integer> guess) {
","        List<Integer> result = new ArrayList<>();
        for (int i = 0; i < game.size(); i++) {
            result.add(Math.abs(game.get(i) - guess.get(i)));
        }
        return result;
    }
}","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.compare(Arrays.asList(1, 2, 3, 4, 5, 1), Arrays.asList(1, 2, 3, 4, 2, -2)).equals(Arrays.asList(0, 0, 0, 0, 3, 3)),
                s.compare(Arrays.asList(0,5,0,0,0,4), Arrays.asList(4,1,1,0,0,-2)).equals(Arrays.asList(4,4,1,0,0,6)),
                s.compare(Arrays.asList(1, 2, 3, 4, 5, 1), Arrays.asList(1, 2, 3, 4, 2, -2)).equals(Arrays.asList(0, 0, 0, 0, 3, 3)),
                s.compare(Arrays.asList(0, 0, 0, 0, 0, 0), Arrays.asList(0, 0, 0, 0, 0, 0)).equals(Arrays.asList(0, 0, 0, 0, 0, 0)),
                s.compare(Arrays.asList(1, 2, 3), Arrays.asList(-1, -2, -3)).equals(Arrays.asList(2, 4, 6)),
                s.compare(Arrays.asList(1, 2, 3, 5), Arrays.asList(-1, 2, 3, 4)).equals(Arrays.asList(2, 0, 0, 1))
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}","    I think we all remember that feeling when the result of some long-awaited
    event is finally known. The feelings and thoughts you have at that moment are
    definitely worth noting down and comparing.
    Your task is to determine if a person correctly guessed the results of a number of matches.
    You are given two arrays of scores and guesses of equal length, where each index shows a match.
    Return an array of the same length denoting how far off each guess was. If they have guessed correctly,
    the value is 0, and if not, the value is the absolute difference between the guess and the score.

    example:

    compare(Arrays.asList(1,2,3,4,5,1),Arrays.asList(1,2,3,4,2,-2)) -> [0,0,0,0,3,3]
    compare(Arrays.asList(0,5,0,0,0,4),Arrays.asList(4,1,1,0,0,-2)) -> [4,4,1,0,0,6]","import java.util.*;
import java.lang.*;

class Solution {
    public List<Integer> compare(List<Integer> game, List<Integer> guess) {
","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.compare(Arrays.asList(1, 2, 3, 4, 5, 1), Arrays.asList(1, 2, 3, 4, 2, -2)).equals(Arrays.asList(0, 0, 0, 0, 3, 3)),
                s.compare(Arrays.asList(0,5,0,0,0,4), Arrays.asList(4,1,1,0,0,-2)).equals(Arrays.asList(4,4,1,0,0,6))
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}
"
Java/153,"import java.util.*;
import java.lang.*;

class Solution {
    /**
    You will be given the name of a class (a string) and a list of extensions.
    The extensions are to be used to load additional classes to the class. The
    strength of the extension is as follows: Let CAP be the number of the uppercase
    letters in the extension's name, and let SM be the number of lowercase letters
    in the extension's name, the strength is given by the fraction CAP - SM.
    You should find the strongest extension and return a string in this
    format: ClassName.StrongestExtensionName.
    If there are two or more extensions with the same strength, you should
    choose the one that comes first in the list.
    For example, if you are given ""Slices"" as the class and a list of the
    extensions: [""SErviNGSliCes"", ""Cheese"", ""StuFfed""] then you should
    return ""Slices.SErviNGSliCes"" since ""SErviNGSliCes"" is the strongest extension
    (its strength is -1).
    Example:
    for StrongestExtension(""my_class"", [""AA"", ""Be"", ""CC""]) == ""my_class.AA""
     */
    public String StrongestExtension(String class_name, List<String> extensions) {
","        String strong = extensions.get(0);
        int my_val = (int) (strong.chars().filter(Character::isUpperCase).count() - strong.chars().filter(Character::isLowerCase).count());
        for (String s : extensions) {
            int val = (int) (s.chars().filter(Character::isUpperCase).count() - s.chars().filter(Character::isLowerCase).count());
            if (val > my_val) {
                strong = s;
                my_val = val;
            }
        }
        return class_name + ""."" + strong;
    }
}","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                Objects.equals(s.StrongestExtension(""Watashi"", Arrays.asList(""tEN"", ""niNE"", ""eIGHt8OKe"")), ""Watashi.eIGHt8OKe""),
                Objects.equals(s.StrongestExtension(""Boku123"", Arrays.asList(""nani"", ""NazeDa"", ""YEs.WeCaNe"", ""32145tggg"")), ""Boku123.YEs.WeCaNe""),
                Objects.equals(s.StrongestExtension(""__YESIMHERE"", Arrays.asList(""t"", ""eMptY"", ""nothing"", ""zeR00"", ""NuLl__"", ""123NoooneB321"")), ""__YESIMHERE.NuLl__""),
                Objects.equals(s.StrongestExtension(""K"", Arrays.asList(""Ta"", ""TAR"", ""t234An"", ""cosSo"")), ""K.TAR""),
                Objects.equals(s.StrongestExtension(""__HAHA"", Arrays.asList(""Tab"", ""123"", ""781345"", ""-_-"")), ""__HAHA.123""),
                Objects.equals(s.StrongestExtension(""YameRore"", Arrays.asList(""HhAas"", ""okIWILL123"", ""WorkOut"", ""Fails"", ""-_-"")), ""YameRore.okIWILL123""),
                Objects.equals(s.StrongestExtension(""finNNalLLly"", Arrays.asList(""Die"", ""NowW"", ""Wow"", ""WoW"")), ""finNNalLLly.WoW""),
                Objects.equals(s.StrongestExtension(""_"", Arrays.asList(""Bb"", ""91245"")), ""_.Bb""),
                Objects.equals(s.StrongestExtension(""Sp"", Arrays.asList(""671235"", ""Bb"")), ""Sp.671235"")
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}","    You will be given the name of a class (a string) and a list of extensions.
    The extensions are to be used to load additional classes to the class. The
    strength of the extension is as follows: Let CAP be the number of the uppercase
    letters in the extension's name, and let SM be the number of lowercase letters
    in the extension's name, the strength is given by the fraction CAP - SM.
    You should find the strongest extension and return a string in this
    format: ClassName.StrongestExtensionName.
    If there are two or more extensions with the same strength, you should
    choose the one that comes first in the list.
    For example, if you are given ""Slices"" as the class and a list of the
    extensions: [""SErviNGSliCes"", ""Cheese"", ""StuFfed""] then you should
    return ""Slices.SErviNGSliCes"" since ""SErviNGSliCes"" is the strongest extension
    (its strength is -1).
    Example:
    for StrongestExtension(""my_class"", [""AA"", ""Be"", ""CC""]) == ""my_class.AA""","import java.util.*;
import java.lang.*;

class Solution {
    public String StrongestExtension(String class_name, List<String> extensions) {
","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                Objects.equals(s.StrongestExtension(""my_class"", Arrays.asList(""AA"", ""Be"", ""CC"")), ""my_class.AA"")
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}
"
Java/154,"import java.util.*;
import java.lang.*;

class Solution {
    /**
    You are given 2 words. You need to return true if the second word or any of its rotations is a substring in the first word
    cycpatternCheck(""abcd"",""abd"") => false
    cycpatternCheck(""hello"",""ell"") => true
    cycpatternCheck(""whassup"",""psus"") => false
    cycpatternCheck(""abab"",""baa"") => true
    cycpatternCheck(""efef"",""eeff"") => false
    cycpatternCheck(""himenss"",""simen"") => true
     */
    public boolean cycpatternCheck(String a, String b) {
","        int l = b.length();
        String pat = b + b;
        for (int i = 0; i <= a.length() - l; i++) {
            for (int j = 0; j <= l; j++) {
                if (a.substring(i, i + l).equals(pat.substring(j, j + l))) {
                    return true;
                }
            }
        }
        return false;
    }
}","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.cycpatternCheck(""xyzw"", ""xyw"") == false,
                s.cycpatternCheck(""yello"", ""ell"") == true,
                s.cycpatternCheck(""whattup"", ""ptut"") == false,
                s.cycpatternCheck(""efef"", ""fee"") == true,
                s.cycpatternCheck(""abab"", ""aabb"") == false,
                s.cycpatternCheck(""winemtt"", ""tinem"") == true
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}","    You are given 2 words. You need to return true if the second word or any of its rotations is a substring in the first word
    cycpatternCheck(""abcd"",""abd"") => false
    cycpatternCheck(""hello"",""ell"") => true
    cycpatternCheck(""whassup"",""psus"") => false
    cycpatternCheck(""abab"",""baa"") => true
    cycpatternCheck(""efef"",""eeff"") => false
    cycpatternCheck(""himenss"",""simen"") => true","import java.util.*;
import java.lang.*;

class Solution {
    public boolean cycpatternCheck(String a, String b) {
","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.cycpatternCheck(""abcd"", ""abd"") == false,
                s.cycpatternCheck(""hello"", ""ell"") == true,
                s.cycpatternCheck(""whassup"", ""psus"") == false,
                s.cycpatternCheck(""abab"", ""baa"") == true,
                s.cycpatternCheck(""efef"", ""eeff"") == false,
                s.cycpatternCheck(""himenss"", ""simen"") == true
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}
"
Java/155,"import java.util.*;
import java.lang.*;

class Solution {
    /**
    Given an integer. return a tuple that has the number of even and odd digits respectively.
    
     Example:
        evenOddCount(-12) ==> (1, 1)
        evenOddCount(123) ==> (1, 2)
     */
    public List<Integer> evenOddCount(int num) {
","        int even_count = 0, odd_count = 0;
        for (char i : String.valueOf(Math.abs(num)).toCharArray()) {
            if ((i - '0') % 2 == 0) {
                even_count += 1;
            } else {
                odd_count += 1;
            }
        }
        return Arrays.asList(even_count, odd_count);
    }
}","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.evenOddCount(7).equals(Arrays.asList(0, 1)),
                s.evenOddCount(-78).equals(Arrays.asList(1, 1)),
                s.evenOddCount(3452).equals(Arrays.asList(2, 2)),
                s.evenOddCount(346211).equals(Arrays.asList(3, 3)),
                s.evenOddCount(-345821).equals(Arrays.asList(3, 3)),
                s.evenOddCount(-2).equals(Arrays.asList(1, 0)),
                s.evenOddCount(-45347).equals(Arrays.asList(2, 3)),
                s.evenOddCount(0).equals(Arrays.asList(1, 0))
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}","    Given an integer. return a tuple that has the number of even and odd digits respectively.
    
     Example:
        evenOddCount(-12) ==> (1, 1)
        evenOddCount(123) ==> (1, 2)","import java.util.*;
import java.lang.*;

class Solution {
    public List<Integer> evenOddCount(int num) {
","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.evenOddCount(-12).equals(Arrays.asList(1, 1)),
                s.evenOddCount(123).equals(Arrays.asList(1, 2))
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}
"
Java/156,"import java.util.*;
import java.lang.*;

class Solution {
    /**
    Given a positive integer, obtain its roman numeral equivalent as a string,
    and return it in lowercase.
    Restrictions: 1 <= num <= 1000

    Examples:
    >>> intToMiniRoman(19) == ""xix""
    >>> intToMiniRoman(152) == ""clii""
    >>> intToMiniRoman(426) == ""cdxxvi""
     */
    public String intToMiniRoman(int number) {
","        List<Integer> num = Arrays.asList(1, 4, 5, 9, 10, 40, 50, 90, 100, 400, 500, 900, 1000);
        List<String> sym = Arrays.asList(""I"", ""IV"", ""V"", ""IX"", ""X"", ""XL"", ""L"", ""XC"", ""C"", ""CD"", ""D"", ""CM"", ""M"");
        int i = 12;
        String res = """";
        while (number > 0) {
            int div = number / num.get(i);
            number %= num.get(i);
            while (div != 0) {
                res += sym.get(i);
                div -= 1;
            }
            i -= 1;
        }
        return res.toLowerCase();
    }
}","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                Objects.equals(s.intToMiniRoman(19), ""xix""),
                Objects.equals(s.intToMiniRoman(152), ""clii""),
                Objects.equals(s.intToMiniRoman(251), ""ccli""),
                Objects.equals(s.intToMiniRoman(426), ""cdxxvi""),
                Objects.equals(s.intToMiniRoman(500), ""d""),
                Objects.equals(s.intToMiniRoman(1), ""i""),
                Objects.equals(s.intToMiniRoman(4), ""iv""),
                Objects.equals(s.intToMiniRoman(43), ""xliii""),
                Objects.equals(s.intToMiniRoman(90), ""xc""),
                Objects.equals(s.intToMiniRoman(94), ""xciv""),
                Objects.equals(s.intToMiniRoman(532), ""dxxxii""),
                Objects.equals(s.intToMiniRoman(900), ""cm""),
                Objects.equals(s.intToMiniRoman(994), ""cmxciv""),
                Objects.equals(s.intToMiniRoman(1000), ""m"")
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}","    Given a positive integer, obtain its roman numeral equivalent as a string,
    and return it in lowercase.
    Restrictions: 1 <= num <= 1000

    Examples:
    >>> intToMiniRoman(19) == ""xix""
    >>> intToMiniRoman(152) == ""clii""
    >>> intToMiniRoman(426) == ""cdxxvi""","import java.util.*;
import java.lang.*;

class Solution {
    public String intToMiniRoman(int number) {
","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                Objects.equals(s.intToMiniRoman(19), ""xix""),
                Objects.equals(s.intToMiniRoman(152), ""clii""),
                Objects.equals(s.intToMiniRoman(426), ""cdxxvi"")
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}
"
Java/157,"import java.util.*;
import java.lang.*;

class Solution {
    /**
    Given the lengths of the three sides of a triangle. Return true if the three
    sides form a right-angled triangle, false otherwise.
    A right-angled triangle is a triangle in which one angle is right angle or
    90 degree.
    Example:
    rightAngleTriangle(3, 4, 5) == true
    rightAngleTriangle(1, 2, 3) == false
     */
    public boolean rightAngleTriangle(int a, int b, int c) {
","        return a * a == b * b + c * c || b * b == a * a + c * c || c * c == a * a + b * b;
    }
}","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.rightAngleTriangle(3, 4, 5) == true,
                s.rightAngleTriangle(1, 2, 3) == false,
                s.rightAngleTriangle(10, 6, 8) == true,
                s.rightAngleTriangle(2, 2, 2) == false,
                s.rightAngleTriangle(7, 24, 25) == true,
                s.rightAngleTriangle(10, 5, 7) == false,
                s.rightAngleTriangle(5, 12, 13) == true,
                s.rightAngleTriangle(15, 8, 17) == true,
                s.rightAngleTriangle(48, 55, 73) == true,
                s.rightAngleTriangle(1, 1, 1) == false,
                s.rightAngleTriangle(2, 2, 10) == false
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}","    Given the lengths of the three sides of a triangle. Return true if the three
    sides form a right-angled triangle, false otherwise.
    A right-angled triangle is a triangle in which one angle is right angle or
    90 degree.
    Example:
    rightAngleTriangle(3, 4, 5) == true
    rightAngleTriangle(1, 2, 3) == false","import java.util.*;
import java.lang.*;

class Solution {
    public boolean rightAngleTriangle(int a, int b, int c) {
","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.rightAngleTriangle(3, 4, 5) == true,
                s.rightAngleTriangle(1, 2, 3) == false
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}
"
Java/158,"import java.util.*;
import java.lang.*;

class Solution {
    /**
    Write a function that accepts a list of strings.
    The list contains different words. Return the word with maximum number
    of unique characters. If multiple strings have maximum number of unique
    characters, return the one which comes first in lexicographical order.

    findMax([""name"", ""of"", ""string""]) == ""string""
    findMax([""name"", ""enam"", ""game""]) == ""enam""
    findMax([""aaaaaaa"", ""bb"" ,""cc""]) == """"aaaaaaa""
     */
    public String findMax(List<String> words) {
","        List<String> words_sort = new ArrayList<>(words);
        words_sort.sort(new Comparator<String>() {
            @Override
            public int compare(String o1, String o2) {
                Set<Character> s1 = new HashSet<>();
                for (char ch : o1.toCharArray()) {
                    s1.add(ch);
                }
                Set<Character> s2 = new HashSet<>();
                for (char ch : o2.toCharArray()) {
                    s2.add(ch);
                }
                if (s1.size() > s2.size()) {
                    return 1;
                } else if (s1.size() < s2.size()) {
                    return -1;
                } else {
                    return -o1.compareTo(o2);
                }
            }
        });
        return words_sort.get(words_sort.size() - 1);
    }
}","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.findMax(new ArrayList<>(Arrays.asList(""name"", ""of"", ""string""))).equals(""string""),
                s.findMax(new ArrayList<>(Arrays.asList(""name"", ""enam"", ""game""))).equals(""enam""),
                s.findMax(new ArrayList<>(Arrays.asList(""aaaaaaa"", ""bb"", ""cc""))).equals(""aaaaaaa""),
                s.findMax(new ArrayList<>(Arrays.asList(""abc"", ""cba""))).equals(""abc""),
                s.findMax(new ArrayList<>(Arrays.asList(""play"", ""this"", ""game"", ""of"", ""footbott""))).equals(""footbott""),
                s.findMax(new ArrayList<>(Arrays.asList(""we"", ""are"", ""gonna"", ""rock""))).equals(""gonna""),
                s.findMax(new ArrayList<>(Arrays.asList(""we"", ""are"", ""a"", ""mad"", ""nation""))).equals(""nation""),
                s.findMax(new ArrayList<>(Arrays.asList(""this"", ""is"", ""a"", ""prrk""))).equals(""this""),
                s.findMax(new ArrayList<>(List.of(""b""))).equals(""b""),
                s.findMax(new ArrayList<>(Arrays.asList(""play"", ""play"", ""play""))).equals(""play"")
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}","    Write a function that accepts a list of strings.
    The list contains different words. Return the word with maximum number
    of unique characters. If multiple strings have maximum number of unique
    characters, return the one which comes first in lexicographical order.

    findMax([""name"", ""of"", ""string""]) == ""string""
    findMax([""name"", ""enam"", ""game""]) == ""enam""
    findMax([""aaaaaaa"", ""bb"" ,""cc""]) == """"aaaaaaa""","import java.util.*;
import java.lang.*;

class Solution {
    public String findMax(List<String> words) {
","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.findMax(new ArrayList<>(Arrays.asList(""name"", ""of"", ""string""))).equals(""string""),
                s.findMax(new ArrayList<>(Arrays.asList(""name"", ""enam"", ""game""))).equals(""enam""),
                s.findMax(new ArrayList<>(Arrays.asList(""aaaaaaa"", ""bb"", ""cc""))).equals(""aaaaaaa"")
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}
"
