dataset,problem_id,nl,python,java,java_test,n_attempts,flag,fail_reason,ast_jaccard_cross,python_flag,output_match,output_match_rate,output_match_error,last_error
mbpp,412,Write a python function to remove odd numbers from a given list.,"def remove_odd(l):
    for i in l:
        if i % 2 != 0:
            l.remove(i)
    return l","// Solution.java
public class Solution {
    public static List<Integer> removeOdd(List<Integer> l) {
        Iterator<Integer> iterator = l.iterator();
        while (iterator.hasNext()) {
            Integer i = iterator.next();
            if (i % 2 != 0) {
                iterator.remove();
            }
        }
        return l;
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Arrays.equals(Solution.removeOdd(new ArrayList<>(Arrays.asList(1, 2, 3))).toArray(), new Integer[]{2});
        assert Arrays.equals(Solution.removeOdd(new ArrayList<>(Arrays.asList(2, 4, 6))).toArray(), new Integer[]{2, 4, 6});
        assert Arrays.equals(Solution.removeOdd(new ArrayList<>(Arrays.asList(10, 20, 3))).toArray(), new Integer[]{10, 20});
    }
}",2,True,,0.0702,True,False,0.0,0/3 inputs matched,
mbpp,128,Write a function to find words that are longer than n characters from a given list of words.,"def long_words(n, str):
    word_len = []
    txt = str.split("" "")
    for x in txt:
        if len(x) > n:
            word_len.append(x)
    return word_len	","// Solution.java
public class Solution {
    public static List<String> longWords(int n, String str) {
        List<String> wordLen = new ArrayList<>();
        String[] txt = str.split("" "");
        for (String x : txt) {
            if (x.length() > n) {
                wordLen.add(x);
            }
        }
        return wordLen;
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.longWords(3, ""python is a programming language"").equals(Arrays.asList(""python"", ""programming"", ""language""));
        assert Solution.longWords(2, ""writing a program"").equals(Arrays.asList(""writing"", ""program""));
        assert Solution.longWords(5, ""sorting list"").equals(Arrays.asList(""sorting""));
        System.out.println(""All tests passed."");
    }
}",1,True,,0.2059,True,True,1.0,,
mbpp,230,"Write a function that takes in a string and character, replaces blank spaces in the string with the character, and returns the string.","def replace_blank(str1,char):
 str2 = str1.replace(' ', char)
 return str2","// Solution.java
public class Solution {
    public static String replaceBlank(String str1, char ch) {
        return str1.replace(' ', ch);
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.replaceBlank(""hello people"", '@').equals(""hello@people"");
        assert Solution.replaceBlank(""python program language"", '$').equals(""python$program$language"");
        assert Solution.replaceBlank(""blank space"", '-').equals(""blank-space"");
    }
}",1,True,,0.2083,True,False,0.667,2/3 inputs matched,
mbpp,420,Write a python function to find the cube sum of first n even natural numbers.,"def cube_Sum(n): 
    sum = 0
    for i in range(1,n + 1): 
        sum += (2*i)*(2*i)*(2*i) 
    return sum","// Solution.java
public class Solution {
    public static int cubeSum(int n) {
        int sum = 0;
        for (int i = 1; i <= n; i++) {
            sum += (2 * i) * (2 * i) * (2 * i);
        }
        return sum;
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.cubeSum(2) == 72 : ""Test case 1 failed"";
        assert Solution.cubeSum(3) == 288 : ""Test case 2 failed"";
        assert Solution.cubeSum(4) == 800 : ""Test case 3 failed"";
        System.out.println(""All test cases passed!"");
    }
}",1,True,,0.1912,True,True,1.0,,
mbpp,137,Write a function to find the ratio of zeroes to non-zeroes in an array of integers.,"from array import array
def zero_count(nums):
    n = len(nums)
    n1 = 0
    for x in nums:
        if x == 0:
            n1 += 1
        else:
          None
    return n1/(n-n1)","// Solution.java
public class Solution {
    public static double zeroCount(int[] nums) {
        int n = nums.length;
        int n1 = 0;
        for (int x : nums) {
            if (x == 0) {
                n1++;
            }
        }
        return (double) n1 / (n - n1);
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Math.abs(Solution.zeroCount(new int[]{0, 1, 2, -1, -5, 6, 0, -3, -2, 3, 4, 6, 8}) - 0.181818) < 1e-6;
        assert Math.abs(Solution.zeroCount(new int[]{2, 1, 2, -1, -5, 6, 4, -3, -2, 3, 4, 6, 8}) - 0.00) < 1e-6;
        assert Math.abs(Solution.zeroCount(new int[]{2, 4, -6, -9, 11, -12, 14, -5, 17}) - 0.00) < 1e-6;
    }
}",1,True,,0.3279,False,False,0.0,could not parse test cases,
mbpp,143,Write a function to find number of lists present in the given tuple.,"def find_lists(Input): 
	if isinstance(Input, list): 
		return 1
	else: 
		return len(Input) ","// Solution.java
public class Solution {
    public static int findLists(Object input) {
        if (input instanceof List) {
            return 1;
        } else if (input instanceof Object[]) {
            Object[] array = (Object[]) input;
            int count = 0;
            for (Object item : array) {
                count += findLists(item);
            }
            return count;
        } else {
            return 0;
        }
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.findLists(new List[]{Arrays.asList(1, 2, 3, 4), Arrays.asList(5, 6, 7, 8)}) == 2;
        assert Solution.findLists(new List[]{Arrays.asList(1, 2), Arrays.asList(3, 4), Arrays.asList(5, 6)}) == 3;
        assert Solution.findLists(Arrays.asList(9, 8, 7, 6, 5, 4, 3, 2, 1)) == 1;
        System.out.println(""All tests passed."");
    }
}",1,True,,0.1455,True,False,0.0,0/3 inputs matched,
mbpp,398,Write a function to compute the sum of digits of each number of a given list.,"def sum_of_digits(nums):
    return sum(int(el) for n in nums for el in str(n) if el.isdigit())","// Solution.java
public class Solution {
    public static int sumOfDigits(List<Integer> nums) {
        return nums.stream()
                    .flatMapToInt(num -> Arrays.stream(String.valueOf(Math.abs(num)).split(""""))
                                              .mapToInt(Integer::parseInt))
                    .sum();
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.sumOfDigits(Arrays.asList(10, 2, 56)) == 14 : ""Test 1 Failed"";
        assert Solution.sumOfDigits(Arrays.asList(10, 20, 4, 5, 123, 70)) == 19 : ""Test 2 Failed"";
        assert Solution.sumOfDigits(Arrays.asList(10, 20, -4, 5, -70)) == 19 : ""Test 3 Failed"";
        System.out.println(""All tests passed."");
    }
}",3,False,"Exception in thread ""main"" java.lang.AssertionError: Test 2 Failed
	at Main.main(Main.java:12)",0.35,True,False,0.0,skipped — java failed,"Exception in thread ""main"" java.lang.AssertionError: Test 2 Failed
	at Main.main(Main.java:12)"
mbpp,56,Write a python function to check if a given number is one less than twice its reverse.,"def rev(num):    
    rev_num = 0
    while (num > 0):  
        rev_num = (rev_num * 10 + num % 10) 
        num = num // 10  
    return rev_num  
def check(n):    
    return (2 * rev(n) == n + 1)  ","// Solution.java
public class Solution {
    public static boolean check(int n) {
        int revNum = 0;
        int temp = n;
        while (temp > 0) {
            revNum = (revNum * 10) + (temp % 10);
            temp /= 10;
        }
        return (2 * revNum == n + 1);
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert !Solution.check(70);
        assert !Solution.check(23);
        assert Solution.check(73);
    }
}",1,True,,0.1807,True,True,1.0,,
mbpp,440,Write a function to find the first adverb and their positions in a given sentence.,"import re
def find_adverb_position(text):
 for m in re.finditer(r""\w+ly"", text):
    return (m.start(), m.end(), m.group(0))","// Solution.java
public class Solution {
    public static Object[] findAdverbPosition(String text) {
        Pattern pattern = Pattern.compile(""\\w+ly"");
        Matcher matcher = pattern.matcher(text);
        if (matcher.find()) {
            return new Object[]{matcher.start(), matcher.end(), matcher.group(0)};
        }
        return null;
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert java.util.Arrays.equals(Solution.findAdverbPosition(""clearly!! we can see the sky""), new Object[]{0, 7, ""clearly""});
        assert java.util.Arrays.equals(Solution.findAdverbPosition(""seriously!! there are many roses""), new Object[]{0, 9, ""seriously""});
        assert java.util.Arrays.equals(Solution.findAdverbPosition(""unfortunately!! sita is going to home""), new Object[]{0, 13, ""unfortunately""});
    }
}",1,True,,0.1667,True,True,1.0,,
mbpp,411,Write a function to convert the given snake case string to camel case string.,"import re
def snake_to_camel(word):
  return ''.join(x.capitalize() or '_' for x in word.split('_'))","// Solution.java
public class Solution {
    public static String snakeToCamel(String word) {
        StringBuilder sb = new StringBuilder();
        boolean nextUpperCase = false;
        for (char c : word.toCharArray()) {
            if (c == '_') {
                nextUpperCase = true;
            } else {
                if (nextUpperCase) {
                    sb.append(Character.toUpperCase(c));
                    nextUpperCase = false;
                } else {
                    sb.append(c);
                }
            }
        }
        return sb.toString();
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.snakeToCamel(""android_tv"").equals(""AndroidTv"");
        assert Solution.snakeToCamel(""google_pixel"").equals(""GooglePixel"");
        assert Solution.snakeToCamel(""apple_watch"").equals(""AppleWatch"");
        System.out.println(""All tests passed."");
    }
}",3,False,"Exception in thread ""main"" java.lang.AssertionError
	at Main.main(Main.java:9)",0.1343,True,False,0.0,skipped — java failed,"Exception in thread ""main"" java.lang.AssertionError
	at Main.main(Main.java:9)"
mbpp,80,Write a function to find the nth tetrahedral number.,"def tetrahedral_number(n): 
	return (n * (n + 1) * (n + 2)) / 6","// Solution.java
public class Solution {
    public static int tetrahedralNumber(int n) {
        return (n * (n + 1) * (n + 2)) / 6;
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.tetrahedralNumber(5) == 35 : ""Test 1 failed"";
        assert Solution.tetrahedralNumber(6) == 56 : ""Test 2 failed"";
        assert Solution.tetrahedralNumber(7) == 84 : ""Test 3 failed"";
        
        System.out.println(""All tests passed."");
    }
}",1,True,,0.2121,True,True,1.0,,
mbpp,95,Write a python function to find the length of the smallest list in a list of lists.,"def Find_Min_Length(lst):  
    minLength = min(len(x) for x in lst )
    return minLength ","// Solution.java
public class Solution {
    public static int FindMinLength(List<List<Integer>> lst) {
        if (lst == null || lst.isEmpty()) {
            return 0;
        }
        int minLength = Integer.MAX_VALUE;
        for (List<Integer> sublist : lst) {
            if (sublist.size() < minLength) {
                minLength = sublist.size();
            }
        }
        return minLength;
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.FindMinLength(Arrays.asList(Arrays.asList(1), Arrays.asList(1, 2))) == 1;
        assert Solution.FindMinLength(Arrays.asList(Arrays.asList(1, 2), Arrays.asList(1, 2, 3), Arrays.asList(1, 2, 3, 4))) == 2;
        assert Solution.FindMinLength(Arrays.asList(Arrays.asList(3, 3, 3), Arrays.asList(4, 4, 4, 4))) == 3;
        System.out.println(""All tests passed."");
    }
}",1,True,,0.25,True,False,0.0,0/3 inputs matched,
mbpp,437,Write a function to remove odd characters in a string.,"def remove_odd(str1):
 str2 = ''
 for i in range(1, len(str1) + 1):
    if(i % 2 == 0):
        str2 = str2 + str1[i - 1]
 return str2","// Solution.java
public class Solution {
    public static String removeOdd(String str1) {
        StringBuilder str2 = new StringBuilder();
        for (int i = 1; i <= str1.length(); i++) {
            if (i % 2 == 0) {
                str2.append(str1.charAt(i - 1));
            }
        }
        return str2.toString();
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.removeOdd(""python"").equals(""yhn"");
        assert Solution.removeOdd(""program"").equals(""rga"");
        assert Solution.removeOdd(""language"").equals(""agae"");
        System.out.println(""All tests passed."");
    }
}",1,True,,0.2464,True,True,1.0,,
mbpp,396,Write a function to check whether the given string starts and ends with the same character or not.,"import re  
regex = r'^[a-z]$|^([a-z]).*\1$'
def check_char(string): 
	if(re.search(regex, string)): 
		return ""Valid"" 
	else: 
		return ""Invalid"" ","// Solution.java
public class Solution {
    public static String checkChar(String string) {
        if (string.length() == 0) return ""Invalid"";
        char start = string.charAt(0);
        char end = string.charAt(string.length() - 1);
        return start == end ? ""Valid"" : ""Invalid"";
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.checkChar(""abba"").equals(""Valid"");
        assert Solution.checkChar(""a"").equals(""Valid"");
        assert Solution.checkChar(""abcd"").equals(""Invalid"");
    }
}",1,True,,0.2326,True,True,1.0,,
mbpp,99,"Write a function to convert the given decimal number to its binary equivalent, represented as a string with no leading zeros.","def decimal_to_binary(n): 
    return bin(n).replace(""0b"","""") ","// Solution.java
public class Solution {
    public static String decimalToBinary(int n) {
        if (n == 0) {
            return ""0"";
        }
        StringBuilder binary = new StringBuilder();
        while (n > 0) {
            binary.insert(0, n % 2);
            n /= 2;
        }
        return binary.toString();
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.decimalToBinary(8).equals(""1000"");
        assert Solution.decimalToBinary(18).equals(""10010"");
        assert Solution.decimalToBinary(7).equals(""111"");
        System.out.println(""All tests passed."");
    }
}",1,True,,0.0667,True,True,1.0,,
mbpp,163,Write a function to calculate the area of a regular polygon given the length and number of its sides.,"from math import tan, pi
def area_polygon(s, l):
  area = s * (l ** 2) / (4 * tan(pi / s))
  return area","// Solution.java
public class Solution {
    public static double areaPolygon(int s, int l) {
        return s * (Math.pow(l, 2)) / (4 * Math.tan(Math.PI / s));
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Math.abs(Solution.areaPolygon(4, 20) - 400.0) < 1e-6 : ""Test 1 failed"";
        assert Math.abs(Solution.areaPolygon(10, 15) - 1731.197) < 1e-6 : ""Test 2 failed"";
        assert Math.abs(Solution.areaPolygon(9, 7) - 302.909) < 1e-6 : ""Test 3 failed"";
        System.out.println(""All tests passed."");
    }
}",3,False,"Exception in thread ""main"" java.lang.AssertionError: Test 2 failed
	at Main.main(Main.java:12)",0.1429,False,False,0.0,skipped — java failed,"Exception in thread ""main"" java.lang.AssertionError: Test 2 failed
	at Main.main(Main.java:12)"
mbpp,392,"Write a function to find the maximum sum possible by using the given equation f(n) = max( (f(n/2) + f(n/3) + f(n/4) + f(n/5)), n).","def get_max_sum (n):
	res = list()
	res.append(0)
	res.append(1)
	i = 2
	while i<n + 1:
		res.append(max(i, (res[int(i / 2)] 
						+ res[int(i / 3)] +
							res[int(i / 4)]
						+ res[int(i / 5)])))
		i = i + 1
	return res[n]","// Solution.java
public class Solution {
    public static int getMaxSum(int n) {
        if (n <= 1) return n;
        
        int[] res = new int[n + 1];
        res[0] = 0;
        res[1] = 1;
        
        for (int i = 2; i <= n; i++) {
            res[i] = Math.max(i, (res[i / 2] + res[i / 3] + res[i / 4] + res[i / 5]));
        }
        
        return res[n];
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.getMaxSum(60) == 106 : ""Test case 1 failed"";
        assert Solution.getMaxSum(10) == 12 : ""Test case 2 failed"";
        assert Solution.getMaxSum(2) == 2 : ""Test case 3 failed"";
        
        System.out.println(""All test cases passed!"");
    }
}",1,True,,0.2062,True,True,1.0,,
mbpp,57,Write a python function to find the largest number that can be formed with the given list of digits.,"def find_Max_Num(arr) : 
    n = len(arr)
    arr.sort(reverse = True) 
    num = arr[0] 
    for i in range(1,n) : 
        num = num * 10 + arr[i] 
    return num ","// Solution.java
public class Solution {
    public static int findMaxNum(int[] arr) {
        int n = arr.length;
        Arrays.sort(arr);
        int num = arr[n - 1];
        for (int i = n - 2; i >= 0; i--) {
            num = num * 10 + arr[i];
        }
        return num;
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.findMaxNum(new int[]{1, 2, 3}) == 321;
        assert Solution.findMaxNum(new int[]{4, 5, 6, 1}) == 6541;
        assert Solution.findMaxNum(new int[]{1, 2, 3, 9}) == 9321;
        System.out.println(""All tests passed."");
    }
}",1,True,,0.3158,True,False,0.0,0/3 inputs matched,
mbpp,58,Write a python function to check whether the given two integers have opposite sign or not.,"def opposite_Signs(x,y): 
    return ((x ^ y) < 0); ","// Solution.java
public class Solution {
    public static boolean oppositeSigns(int x, int y) {
        return ((x ^ y) < 0);
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.oppositeSigns(1, -2) : ""Test 1 failed"";
        assert !Solution.oppositeSigns(3, 2) : ""Test 2 failed"";
        assert !Solution.oppositeSigns(-10, -10) : ""Test 3 failed"";
        assert Solution.oppositeSigns(-2, 2) : ""Test 4 failed"";

        System.out.println(""All tests passed."");
    }
}",2,True,,0.1739,True,True,1.0,,
mbpp,454,Write a function that matches a word containing 'z'.,"import re
def text_match_wordz(text):
        patterns = '\w*z.\w*'
        if re.search(patterns,  text):
                return True
        else:
                return False","// Solution.java
public class Solution {
    public static boolean textMatchWordz(String text) {
        String patterns = ""\\w*z\\.\\w*"";
        return text.matches(patterns);
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.textMatchWordz(""pythonz."") == true : ""Test 1 failed"";
        assert Solution.textMatchWordz(""xyz."") == true : ""Test 2 failed"";
        assert Solution.textMatchWordz(""  lang  ."") == false : ""Test 3 failed"";
        System.out.println(""All tests passed."");
    }
}",1,True,,0.1667,True,True,1.0,,
mbpp,285,Write a function that checks whether a string contains the 'a' character followed by two or three 'b' characters.,"import re
def text_match_two_three(text):
        patterns = 'ab{2,3}'
        if re.search(patterns,  text):
                return True
        else:
                return False","// Solution.java
public class Solution {
    public static boolean textMatchTwoThree(String text) {
        return text.matches(""ab{2,3}"");
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert !Solution.textMatchTwoThree(""ac"");
        assert !Solution.textMatchTwoThree(""dc"");
        assert Solution.textMatchTwoThree(""abbbba"");
    }
}",3,False,"Exception in thread ""main"" java.lang.AssertionError
	at Main.main(Main.java:11)",0.1071,True,False,0.0,skipped — java failed,"Exception in thread ""main"" java.lang.AssertionError
	at Main.main(Main.java:11)"
mbpp,417,Write a function to find common first element in given list of tuple.,"def group_tuples(Input): 
	out = {} 
	for elem in Input: 
		try: 
			out[elem[0]].extend(elem[1:]) 
		except KeyError: 
			out[elem[0]] = list(elem) 
	return [tuple(values) for values in out.values()] ","// Solution.java
import java.util.*;

public class Solution {
    public static List<List<String>> groupTuples(List<List<String>> input) {
        Map<String, List<String>> out = new HashMap<>();
        for (List<String> elem : input) {
            try {
                out.get(elem.get(0)).addAll(elem.subList(1, elem.size()));
            } catch (NullPointerException e) {
                out.put(elem.get(0), new ArrayList<>(elem));
            }
        }
        return new ArrayList<>(out.values());
    }
}","// Main.java
import java.util.*;
import java.util.stream.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.groupTuples(Arrays.asList(
            Arrays.asList(""x"", ""y""),
            Arrays.asList(""x"", ""z""),
            Arrays.asList(""w"", ""t"")
        )).equals(Arrays.asList(
            Arrays.asList(""x"", ""y"", ""z""),
            Arrays.asList(""w"", ""t"")
        ));

        assert Solution.groupTuples(Arrays.asList(
            Arrays.asList(""a"", ""b""),
            Arrays.asList(""a"", ""c""),
            Arrays.asList(""d"", ""e"")
        )).equals(Arrays.asList(
            Arrays.asList(""a"", ""b"", ""c""),
            Arrays.asList(""d"", ""e"")
        ));

        assert Solution.groupTuples(Arrays.asList(
            Arrays.asList(""f"", ""g""),
            Arrays.asList(""f"", ""g""),
            Arrays.asList(""h"", ""i"")
        )).equals(Arrays.asList(
            Arrays.asList(""f"", ""g"", ""g""),
            Arrays.asList(""h"", ""i"")
        ));
    }
}",3,False,"Exception in thread ""main"" java.lang.AssertionError
	at Main.main(Main.java:12)",0.2222,True,False,0.0,skipped — java failed,"Exception in thread ""main"" java.lang.AssertionError
	at Main.main(Main.java:12)"
mbpp,431,Write a function that takes two lists and returns true if they have at least one common element.,"def common_element(list1, list2):
     result = False
     for x in list1:
         for y in list2:
             if x == y:
                 result = True
                 return result","// Solution.java
public class Solution {
    public static boolean commonElement(int[] list1, int[] list2) {
        boolean result = false;
        for (int x : list1) {
            for (int y : list2) {
                if (x == y) {
                    result = true;
                    return result;
                }
            }
        }
        return result;
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.commonElement(new int[]{1,2,3,4,5}, new int[]{5,6,7,8,9}) == true;
        assert Solution.commonElement(new int[]{1,2,3,4,5}, new int[]{6,7,8,9}) == false;
        assert Solution.commonElement(new int[]{1,2,3,4,5}, new int[]{6,7,8,9,0}) == false;
        System.out.println(""All tests passed."");
    }
}",1,True,,0.3462,True,False,0.0,0/3 inputs matched,
mbpp,393,Write a function to find the list with maximum length.,"def max_length_list(input_list):
    max_length = max(len(x) for x in input_list )   
    max_list = max(input_list, key = lambda i: len(i))    
    return(max_length, max_list)","// Solution.java
public class Solution {
    public static Object[] maxLengthList(List<List<Integer>> inputList) {
        int maxLength = 0;
        List<Integer> maxList = new ArrayList<>();
        
        for (List<Integer> list : inputList) {
            if (list.size() > maxLength) {
                maxLength = list.size();
                maxList = list;
            }
        }
        
        return new Object[]{maxLength, maxList};
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Arrays.deepEquals(Solution.maxLengthList(Arrays.asList(
            Arrays.asList(0),
            Arrays.asList(1, 3),
            Arrays.asList(5, 7),
            Arrays.asList(9, 11),
            Arrays.asList(13, 15, 17)
        )), new Object[]{3, Arrays.asList(13, 15, 17)});
        
        assert Arrays.deepEquals(Solution.maxLengthList(Arrays.asList(
            Arrays.asList(1, 2, 3, 4, 5),
            Arrays.asList(1, 2, 3, 4),
            Arrays.asList(1, 2, 3),
            Arrays.asList(1, 2),
            Arrays.asList(1)
        )), new Object[]{5, Arrays.asList(1, 2, 3, 4, 5)});
        
        assert Arrays.deepEquals(Solution.maxLengthList(Arrays.asList(
            Arrays.asList(3, 4, 5),
            Arrays.asList(6, 7, 8, 9),
            Arrays.asList(10, 11, 12)
        )), new Object[]{4, Arrays.asList(6, 7, 8, 9)});
    }
}",1,True,,0.2958,True,False,0.0,0/3 inputs matched,
mbpp,472,Write a python function to check whether the given list contains consecutive numbers or not.,"def check_Consecutive(l): 
    return sorted(l) == list(range(min(l),max(l)+1)) ","// Solution.java
public class Solution {
    public static boolean checkConsecutive(int[] l) {
        if (l.length == 0) {
            return false;
        }
        Arrays.sort(l);
        for (int i = 1; i < l.length; i++) {
            if (l[i] != l[i - 1] + 1) {
                return false;
            }
        }
        return true;
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.checkConsecutive(new int[]{1, 2, 3, 4, 5}) : ""Test 1 failed"";
        assert !Solution.checkConsecutive(new int[]{1, 2, 3, 5, 6}) : ""Test 2 failed"";
        assert !Solution.checkConsecutive(new int[]{1, 2, 1}) : ""Test 3 failed"";
        System.out.println(""All tests passed."");
    }
}",1,True,,0.2167,True,False,0.0,0/3 inputs matched,
mbpp,395,Write a python function to find the first non-repeated character in a given string.,"def first_non_repeating_character(str1):
  char_order = []
  ctr = {}
  for c in str1:
    if c in ctr:
      ctr[c] += 1
    else:
      ctr[c] = 1 
      char_order.append(c)
  for c in char_order:
    if ctr[c] == 1:
      return c
  return None","// Solution.java
public class Solution {
    public static Character firstNonRepeatingCharacter(String str1) {
        List<Character> charOrder = new ArrayList<>();
        Map<Character, Integer> ctr = new HashMap<>();
        
        for (char c : str1.toCharArray()) {
            if (ctr.containsKey(c)) {
                ctr.put(c, ctr.get(c) + 1);
            } else {
                ctr.put(c, 1);
                charOrder.add(c);
            }
        }
        
        for (char c : charOrder) {
            if (ctr.get(c) == 1) {
                return c;
            }
        }
        
        return null;
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.firstNonRepeatingCharacter(""abcabc"") == null;
        assert Solution.firstNonRepeatingCharacter(""abc"") == 'a';
        assert Solution.firstNonRepeatingCharacter(""ababc"") == 'c';
    }
}",1,True,,0.1982,True,True,1.0,,
mbpp,165,Write a function to count the number of characters in a string that occur at the same position in the string as in the English alphabet (case insensitive).,"def count_char_position(str1): 
    count_chars = 0
    for i in range(len(str1)):
        if ((i == ord(str1[i]) - ord('A')) or 
            (i == ord(str1[i]) - ord('a'))): 
            count_chars += 1
    return count_chars ","// Solution.java
public class Solution {
    public static int countCharPosition(String str1) {
        int countChars = 0;
        for (int i = 0; i < str1.length(); i++) {
            char c = Character.toUpperCase(str1.charAt(i));
            if ((i == c - 'A') || (i == c - 'a')) {
                countChars++;
            }
        }
        return countChars;
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.countCharPosition(""xbcefg"") == 2 : ""Test 1 failed"";
        assert Solution.countCharPosition(""ABcED"") == 3 : ""Test 2 failed"";
        assert Solution.countCharPosition(""AbgdeF"") == 5 : ""Test 3 failed"";
        System.out.println(""All tests passed."");
    }
}",1,True,,0.2088,True,True,1.0,,
mbpp,478,Write a function to remove lowercase substrings from a given string.,"import re
def remove_lowercase(str1):
 return re.sub('[a-z]', '', str1)","// Solution.java
public class Solution {
    public static String removeLowercase(String str1) {
        StringBuilder result = new StringBuilder();
        for (char c : str1.toCharArray()) {
            if (!Character.isLowerCase(c)) {
                result.append(c);
            }
        }
        return result.toString();
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.removeLowercase(""PYTHon"").equals(""PYTH"");
        assert Solution.removeLowercase(""FInD"").equals(""FID"");
        assert Solution.removeLowercase(""STRinG"").equals(""STRG"");
        System.out.println(""All tests passed."");
    }
}",1,True,,0.1714,True,True,1.0,,
mbpp,233,Write a function to find the lateral surface area of a cylinder.,"def lateralsuface_cylinder(r,h):
  lateralsurface= 2*3.1415*r*h
  return lateralsurface","// Solution.java
public class Solution {
    public static double lateralsuface_cylinder(int r, int h) {
        return 2 * Math.PI * r * h;
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Math.abs(Solution.lateralsuface_cylinder(10, 5) - 314.15) < 1e-6 : ""Test 1 failed"";
        assert Math.abs(Solution.lateralsuface_cylinder(4, 5) - 125.66) < 1e-6 : ""Test 2 failed"";
        assert Math.abs(Solution.lateralsuface_cylinder(4, 10) - 251.32) < 1e-6 : ""Test 3 failed"";
        System.out.println(""All tests passed."");
    }
}",3,False,"Exception in thread ""main"" java.lang.AssertionError: Test 1 failed
	at Main.main(Main.java:9)",0.0571,False,False,0.0,skipped — java failed,"Exception in thread ""main"" java.lang.AssertionError: Test 1 failed
	at Main.main(Main.java:9)"
mbpp,93,Write a function to calculate the value of 'a' to the power 'b'.,"def power(a,b):
	if b==0:
		return 1
	elif a==0:
		return 0
	elif b==1:
		return a
	else:
		return a*power(a,b-1)","// Solution.java
public class Solution {
    public static int power(int a, int b) {
        if (b == 0) {
            return 1;
        } else if (a == 0) {
            return 0;
        } else if (b == 1) {
            return a;
        } else {
            return a * power(a, b - 1);
        }
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.power(3, 4) == 81 : ""Test 1 failed"";
        assert Solution.power(2, 3) == 8 : ""Test 2 failed"";
        assert Solution.power(5, 5) == 3125 : ""Test 3 failed"";
        System.out.println(""All tests passed."");
    }
}",1,True,,0.1096,True,True,1.0,,
